plottype,plot_id,year,period,species,dbh_class_5cm,stem_number_alive_ha,stem_number_dead_ha,basal_area_alive_m2_ha,basal_area_dead_m2_ha,vol_alive_m3_ha,vol_dead_standing_m3_ha,vol_bole_alive_m3_ha,vol_bole_dead_m3_ha,vol_log_m3_ha
CA,11000,1986,0,87,50 - 55 cm,0.09303623761455086,0,0.0197582605370675,0,0.3324460817625725,0,0.2812193261650166,0,
CA,11000,1986,0,87,60 - 65 cm,0.09303623761455086,0,0.029929672766208757,0,0.5456731285065084,0,0.44531176630678404,0,
CA,11000,1986,0,7,65 - 70 cm,0.09303623761455086,0,0.03478886036130856,0,0.6975821971003501,0,0.5321893584573129,0,
CA,11000,1986,0,87,75 - 80 cm,0.09303623761455086,0,0.041102150710430725,0,0.7914889746094148,0,0.6268002336467515,0,
CA,11000,1986,0,7,80 - 85 cm,0.09303623761455086,0,0.0479415485886464,0,1.0276355926113607,0,0.7467512869827138,0,
CA,11000,1986,0,7,85 - 90 cm,0.09303623761455086,0,0.057879135249301654,0,1.2893562474092524,0,0.9081805023145857,0,
CP,204,2000,1,26,10 - 15 cm,0,0,0,0,0,0,0,0,0.2498493874128119
CP,204,2000,1,26,15 - 20 cm,0,0,0,0,0,0,0,0,0.5195374384820285
CP,204,2000,1,26,20 - 25 cm,7.957747154594767,0,0.3025,0,2.2747748489157824,0,2.2247195274875478,0,1.0534147373366367
CP,204,2000,1,26,30 - 35 cm,15.915494309189533,0,1.2850000000000001,0,10.671818676798512,0,10.5059856066787,0,0
CP,2006,2000,1,87,30 - 35 cm,0,3.53677651315323,0,0.28444444444444444,0,3.680150699145974,0,3.347119601833941,
CP,2006,2000,1,7,50 - 55 cm,3.53677651315323,0,0.6944444444444444,0,12.054685389248752,0,9.998373034949934,0,
CP,2006,2000,1,7,55 - 60 cm,3.53677651315323,0,0.8402777777777779,0,15.250521242839419,0,12.361290875168134,0,
CP,2006,2000,1,7,105 - 110 cm,3.53677651315323,0,3.300277777777778,0,79.92711957466399,0,52.279041466945145,0,
CA,11000,2000,1,16,30 - 35 cm,0.09303623761455086,0,0.006576344113668917,0,0.07708243796261399,0,0.07284658000245736,0,
CA,11000,2000,1,87,55 - 60 cm,0.09303623761455086,0,0.02458091288709137,0,0.43207799715161227,0,0.35882011036829475,0,
CA,11000,2000,1,87,70 - 75 cm,0.09303623761455086,0,0.03580454017441965,0,0.6736177188290408,0,0.5406394966179225,0,
CA,11000,2000,1,7,75 - 80 cm,0.09303623761455086,0,0.042205515111724067,0,0.8812130076431299,0,0.6532650894073445,0,
CA,11000,2000,1,7,85 - 90 cm,0.09303623761455086,0,0.05404293451632811,0,1.1871807369532485,0,0.8459560412925082,0,
CA,11000,2000,1,87,85 - 90 cm,0.09303623761455086,0,0.055307053995955584,0,1.1176056182554976,0,0.858413455124141,0,
CA,11000,2000,1,7,95 - 100 cm,0.09303623761455086,0,0.0673417637239697,0,1.5470769039668184,0,1.0611046689026626,0,
CP,101,2002,1,16,5 - 10 cm,78.59503362562734,0,0.39506172839506176,0,1.6913125097737192,0,1.6913125097737192,0,0
CP,101,2002,1,28,5 - 10 cm,471.570201753764,0,1.8888888888888888,0,4.073795295664548,0,4.073795295664548,0,0
CP,101,2002,1,16,10 - 15 cm,235.785100876882,0,2.703703703703704,0,17.362181072664185,0,17.362181072664185,0,0.2813898691381523
CP,101,2002,1,87,10 - 15 cm,0,0,0,0,0,0,0,0,0.860163696757272
CP,101,2002,1,87,35 - 40 cm,78.59503362562734,0,7.561728395061728,0,92.54499951799284,0,81.99193801592855,0,0
CP,101,2002,1,87,45 - 50 cm,39.29751681281367,0,7.111111111111112,0,101.34569878372892,0,84.81358786685783,0,0
CP,101,2002,1,87,50 - 55 cm,58.9462752192205,0,12.686728395061731,0,187.63820660894905,0,154.42194468754937,0,0
CP,101,2002,1,87,60 - 65 cm,19.648758406406834,0,5.742283950617284,0,90.29076348051196,0,72.09676073899962,0,0
CP,101,2002,1,87,65 - 70 cm,19.648758406406834,0,7.135802469135805,0,116.9701961900106,0,91.31719945424601,0,0
CP,101,2002,1,87,85 - 90 cm,19.648758406406834,0,11.950617283950619,0,215.46959803369737,0,158.80194432315125,0,0
CP,101,2002,1,87,90 - 95 cm,19.648758406406834,0,13.347222222222227,0,245.5572823281133,0,178.6023569797572,0,0
CP,1005,2006,1,87,10 - 15 cm,14.14710605261292,0,0.11111111111111112,0,0.9857999718308699,0,0.683643467207931,0,0
CP,1005,2006,1,87,15 - 20 cm,14.14710605261292,0,0.28444444444444444,0,1.924172656078269,0,1.7932584416580388,0,0
CP,1005,2006,1,87,20 - 25 cm,0,0,0,0,0,0,0,0,1.7714298843779266
CP,1005,2006,1,87,30 - 35 cm,14.14710605261292,0,1.1736111111111112,0,13.169614787805454,0,11.75149095682638,0,0
CA,141100,2007,1,28,5 - 10 cm,2,0,0.003926990816987242,0,0,0,0,0,0
CA,141100,2007,1,87,5 - 10 cm,2,0,0.003926990816987242,0,0.2367520999071327,0,0.14810449698365,0,0
CA,141100,2007,1,87,10 - 15 cm,0,0,0,0,0,0,0,0,0.093564
CA,141100,2007,1,87,15 - 20 cm,2,0,0.04021238596594935,0,0.2367683393338662,0,0.21826077829157786,0,0
CA,141100,2007,1,87,20 - 25 cm,2,0,0.06283185307179587,0,0.42835291851225854,0,0.4028626622476656,0,0.39002
CA,21000,2008,1,7,5 - 10 cm,2.0408163265306123,0,0.007313018613267058,0,0.09868371068094972,0,0.005469606047507887,0,0
CA,21000,2008,1,16,5 - 10 cm,3.0612244897959187,1.0204081632653061,0.013804574861756172,0.007232875943532623,0.07248752720438609,0.04587028337387148,0.07248752720438609,0.04587028337387148,0
CA,21000,2008,1,7,10 - 15 cm,2.0408163265306123,0,0.020376273779979717,0,0.16928748557561357,0,0.11466432683797483,0,0
CA,21000,2008,1,16,10 - 15 cm,2.0408163265306123,0,0.02123780747962488,0,0.15680895916701754,0,0.15680895916701754,0,0.02895408163265306
CA,21000,2008,1,7,15 - 20 cm,3.0612244897959187,0,0.08146502378505166,0,0.7611789113086218,0,0.7136053009791881,0,0
CA,21000,2008,1,16,15 - 20 cm,0,0,0,0,0,0,0,0,0.0982234693877551
CA,21000,2008,1,87,15 - 20 cm,0,0,0,0,0,0,0,0,0.13913061224489798
CA,21000,2008,1,6,20 - 25 cm,1.0204081632653061,0,0.032057067893773404,0,0.3293469467864586,0,0.3224094360296314,0,0
CA,21000,2008,1,7,20 - 25 cm,1.0204081632653061,0,0.032057067893773404,0,0.3099280157988161,0,0.29332749588581236,0,0
CA,21000,2008,1,16,20 - 25 cm,1.0204081632653061,0,0.042395472289515325,0,0.46075624719134156,0,0.4434500370908242,0,0
CA,21000,2008,1,16,25 - 30 cm,1.0204081632653061,0,0.0650958834917936,0,0.7598399261944384,0,0.7223003719115532,0,0
CA,21000,2008,1,87,25 - 30 cm,0,0,0,0,0,0,0,0,0.0715530612244898
CA,21000,2008,1,16,30 - 35 cm,3.0612244897959187,0,0.2547134400834633,0,3.1058022208632003,0,2.9034259412011103,0,0
CA,21000,2008,1,16,35 - 40 cm,2.0408163265306123,0,0.2137004288468669,0,2.703019157785197,0,2.4792215768053363,0,0
CA,21000,2008,1,87,35 - 40 cm,1.0204081632653061,0,0.10971531486643946,0,1.4878367935470633,0,1.3184261067701564,0,0
CA,21000,2008,1,16,40 - 45 cm,1.0204081632653061,0,0.15515620860586327,0,2.0924878793431074,0,1.8324076229929782,0,0
CA,21000,2008,1,7,45 - 50 cm,2.0408163265306123,0,0.34673726060602655,0,5.0089157102296475,0,4.097235993096882,0,0
CA,21000,2008,1,87,50 - 55 cm,0,1.0204081632653061,0,0.20035667433608376,0,3.1261032344961164,0,2.633273502041314,0
CA,21000,2008,1,16,55 - 60 cm,1.0204081632653061,0,0.25583543745974524,0,3.801656056198968,0,3.0294878774817797,0,2.2852714285714284
CA,21000,2008,1,87,55 - 60 cm,0,1.0204081632653061,0,0.25132741228718347,0,4.098612432151644,0,3.3816177007428267,0
CA,21000,2008,1,87,65 - 70 cm,2.0408163265306123,0,0.7468695749226194,0,13.067195962735731,0,10.36919236508013,0,0
CA,21000,2008,1,87,70 - 75 cm,1.0204081632653061,0,0.4329507375728433,0,7.763161535518602,0,6.066146433828936,0,0
CA,21000,2008,1,87,80 - 85 cm,3.0612244897959187,0,1.6831964210974393,0,31.47831002064958,0,23.901567057167796,0,0
CA,21000,2008,1,87,90 - 95 cm,1.0204081632653061,0,0.6563885007924439,0,12.586391293586338,0,9.383483290512615,0,0
CP,2006,2010,2,7,10 - 15 cm,0,0,0,0,0,0,0,0,0.25517842542400554
CP,2006,2010,2,87,10 - 15 cm,0,0,0,0,0,0,0,0,0.08332999142640324
CP,2006,2010,2,87,20 - 25 cm,0,0,0,0,0,0,0,0,0.2371974536311345
CP,2006,2010,2,7,30 - 35 cm,0,0,0,0,0,0,0,0,0.0426499879721148
CP,2006,2010,2,87,30 - 35 cm,0,0,0,0,0,0,0,0,2.807988344852875
CP,2006,2010,2,7,55 - 60 cm,3.53677651315323,0,0.8556250000000001,0,15.593446635564234,0,12.610776177312848,0,0
CP,2006,2010,2,7,60 - 65 cm,3.53677651315323,0,1.033611111111111,0,19.652400006030547,0,15.511577557569042,0,0
CP,2006,2010,2,7,115 - 120 cm,3.53677651315323,0,3.6736111111111103,0,90.94838417956485,0,58.218189456929736,0,0
CA,11000,2010,2,16,35 - 40 cm,0.09303623761455086,0,0.010003350101791939,0,0.12767214301449573,0,0.1168828637616348,0,0
CA,11000,2010,2,7,45 - 50 cm,0,0,0,0,0,0,0,0,0.20178266734893244
CA,11000,2010,2,87,50 - 55 cm,0,0,0,0,0,0,0,0,0.22818514211285296
CA,11000,2010,2,87,55 - 60 cm,0,0,0,0,0,0,0,0,0.3592261482284743
CA,11000,2010,2,87,60 - 65 cm,0.09303623761455086,0,0.02946384839149054,0,0.5356642435528868,0,0.43776600194414317,0,0
CA,11000,2010,2,7,70 - 75 cm,0,0,0,0,0,0,0,0,0.4966047355444946
CA,11000,2010,2,87,70 - 75 cm,0,0.09303623761455086,0,0.036317860367736585,0,0.616960495872458,0,0.5489810023807729,0
CA,11000,2010,2,7,75 - 80 cm,0,0,0,0,0,0,0,0,0.6002424524352235
CA,11000,2010,2,7,80 - 85 cm,0.09303623761455086,0,0.04735150438067,0,1.01240875369844,0,0.7371436160782306,0,0
CA,11000,2010,2,87,80 - 85 cm,0,0,0,0,0,0,0,0,0.9282079548057462
CA,11000,2010,2,7,85 - 90 cm,0.09303623761455086,0,0.05594459402253071,0,1.2376569420608785,0,0.8768170275414804,0,0
CA,11000,2010,2,87,95 - 100 cm,0.09303623761455086,0,0.06664211378076548,0,1.3869718499073123,0,1.0436125329168453,0,0
CA,11000,2010,2,7,100 - 105 cm,0.09303623761455086,0,0.07307049015187685,0,1.7067794117006938,0,1.1532654188843559,0,0
CP,204,2011,2,26,10 - 15 cm,0,0,0,0,0,0,0,0,0.19856966474860321
CP,204,2011,2,26,15 - 20 cm,0,0,0,0,0,0,0,0,0.6044306851272454
CP,204,2011,2,26,20 - 25 cm,0,0,0,0,0,0,0,0,1.822905013944487
CP,204,2011,2,26,25 - 30 cm,7.957747154594767,0,0.43890625,0,3.472871843876118,0,3.4162045681864077,0,0
CP,204,2011,2,26,30 - 35 cm,7.957747154594767,0,0.7014062500000001,0,5.8819842050192275,0,5.789318989068032,0,0
CP,204,2011,2,26,35 - 40 cm,7.957747154594767,0,0.9025,0,7.813458868863592,0,7.659959020101278,0,0
CP,101,2012,2,16,5 - 10 cm,78.59503362562734,0,0.4459876543209878,0,2.0428437317718364,0,2.0428437317718364,0,0
CP,101,2012,2,28,5 - 10 cm,0,392.9751681281367,0,1.3209876543209877,0,2.036897647832274,0,2.036897647832274,0
CP,101,2012,2,16,10 - 15 cm,235.785100876882,0,3.2546296296296298,0,22.401133013346715,0,22.381969657337134,0,0
CP,101,2012,2,28,10 - 15 cm,0,19.648758406406834,0,0.20408950617283952,0,1.1773666445186806,0,1.16113679720578,0
CP,101,2012,2,87,10 - 15 cm,0,0,0,0,0,0,0,0,0.46599977874554765
CP,101,2012,2,16,15 - 20 cm,0,0,0,0,0,0,0,0,1.9405997996295676
CP,101,2012,2,87,15 - 20 cm,0,0,0,0,0,0,0,0,0.3851156647655739
CP,101,2012,2,87,35 - 40 cm,78.59503362562734,0,8,0,99.38680188234896,0,87.62654015349058,0,0
CP,101,2012,2,87,45 - 50 cm,39.29751681281367,0,7.532006172839507,0,108.68457685472768,0,90.46071568520041,0,0
CP,101,2012,2,87,50 - 55 cm,39.29751681281367,0,8.918595679012348,0,133.33953455631263,0,109.18238323861938,0,0
CP,101,2012,2,87,55 - 60 cm,19.648758406406834,0,4.753472222222223,0,71.99295967084652,0,58.584815891164475,0,0
CP,101,2012,2,87,65 - 70 cm,19.648758406406834,0,6.722222222222224,0,108.95191773872865,0,85.59394016133496,0,0
CP,101,2012,2,87,70 - 75 cm,19.648758406406834,0,8.223765432098764,0,138.43258865546102,0,106.4382849614331,0,0
CP,101,2012,2,87,90 - 95 cm,19.648758406406834,0,12.779320987654323,0,233.249393055671,0,170.54090777525175,0,0
CP,101,2012,2,87,95 - 100 cm,19.648758406406834,0,13.92746913580247,0,258.2332226335252,0,186.852457199843,0,0
CP,1005,2016,2,87,10 - 15 cm,14.14710605261292,0,0.14694444444444446,0,1.057586198707424,0,0.8228709937989208,0,0
CP,1005,2016,2,87,15 - 20 cm,14.14710605261292,0,0.3211111111111112,0,2.2450672618502447,0,2.1151581766613363,0,0
CP,1005,2016,2,87,40 - 45 cm,14.14710605261292,0,2.006944444444444,0,26.44054664074442,0,22.54166244172555,0,0
CA,141100,2016,2,28,5 - 10 cm,2,0,0.006636614480708439,0,0,0,0,0,0
CA,141100,2016,2,87,5 - 10 cm,2,0,0.005654866776461627,0,0.1991955221122846,0,0.12131479386996794,0,0
CA,141100,2016,2,87,10 - 15 cm,0,0,0,0,0,0,0,0,0.13356
CA,141100,2016,2,6,15 - 20 cm,0,0,0,0,0,0,0,0,0.012124
CA,141100,2016,2,87,20 - 25 cm,0,0,0,0,0,0,0,0,0.396534
CA,21000,2018,2,7,5 - 10 cm,2.0408163265306123,0,0.009056121679990986,0,0.10367810518861512,0,0.017721370790652217,0,0
CA,21000,2018,2,16,5 - 10 cm,2.0408163265306123,1.0204081632653061,0.012281864136801934,0.0028851361104396058,0.07248632426211579,0.011500307409779007,0.07248632426211579,0.011500307409779007,0
CA,21000,2018,2,7,10 - 15 cm,1.0204081632653061,1.0204081632653061,0.014606001559100506,0.009697263037866454,0.12118631931038264,0.08059409502394849,0.10080699894048904,0.05250378855165394,0
CA,21000,2018,2,16,10 - 15 cm,2.0408163265306123,0,0.025084655626877686,0,0.19605975076113938,0,0.19605975076113938,0,0.0397265306122449
CA,21000,2018,2,87,10 - 15 cm,0,0,0,0,0,0,0,0,0.029273469387755106
CA,21000,2018,2,7,15 - 20 cm,1.0204081632653061,0,0.021818841835199523,0,0.19298041028158977,0,0.17765696159236624,0,0
CA,21000,2018,2,16,15 - 20 cm,0,0,0,0,0,0,0,0,0.02916530612244898
CA,21000,2018,2,7,20 - 25 cm,3.0612244897959187,0,0.11823047352572302,0,1.204434895761734,0,1.1379790104005543,0,0
CA,21000,2018,2,16,20 - 25 cm,1.0204081632653061,0,0.0442587893608409,0,0.4846634450738761,0,0.4661131716524339,0,0.27540408163265306
CA,21000,2018,2,16,25 - 30 cm,1.0204081632653061,0,0.06974415833639074,0,0.8231223936654097,0,0.7798418141105002,0,0
CA,21000,2018,2,16,30 - 35 cm,2.0408163265306123,0,0.16206851387045818,0,1.961456290121088,0,1.8396382826312068,0,0
CA,21000,2018,2,87,30 - 35 cm,0,0,0,0,0,0,0,0,0.2536510204081633
CA,21000,2018,2,16,35 - 40 cm,2.0408163265306123,0,0.21071511439925927,0,2.6586650010216726,0,2.4423535275611217,0,0
CA,21000,2018,2,87,35 - 40 cm,1.0204081632653061,0,0.12504260045314988,0,1.7542568461103982,0,1.5382790506886375,0,0
CA,21000,2018,2,16,40 - 45 cm,1.0204081632653061,0,0.15515620860586327,0,2.0924878793431074,0,1.8324076229929782,0,0
CA,21000,2018,2,16,45 - 50 cm,1.0204081632653061,0,0.18464871106813477,0,2.5717360027744736,0,2.188843576158638,0,0
CA,21000,2018,2,87,45 - 50 cm,0,1.0204081632653061,0,0.16228890621222786,0,2.42133316387863,0,2.0775319214638013,0
CA,21000,2018,2,7,50 - 55 cm,2.0408163265306123,0,0.41706245329799196,0,6.263970247683175,0,4.987544558264457,0,0
CA,21000,2018,2,16,55 - 60 cm,1.0204081632653061,0,0.2837250865273282,0,4.309290385622166,0,3.3510181873272065,0,0
CA,21000,2018,2,87,65 - 70 cm,1.0204081632653061,0,0.3705797048520206,0,6.47452161265784,0,5.142298642637654,0,0
CA,21000,2018,2,87,70 - 75 cm,1.0204081632653061,0,0.4154595999033032,0,7.39893187973264,0,5.8069261964050884,0,0
CA,21000,2018,2,87,75 - 80 cm,1.0204081632653061,0,0.4875880026642935,0,8.914329722568278,0,6.87643565337807,0,0
CA,21000,2018,2,87,85 - 90 cm,3.0612244897959187,0,1.827433190951986,0,34.63115836456555,0,26.04425331569483,0,0
CA,21000,2018,2,87,95 - 100 cm,1.0204081632653061,0,0.7232875943532623,0,14.085066465285074,0,10.378088434301432,0,0
CP,2006,2020,3,7,10 - 15 cm,0,0,0,0,0,0,0,0,0.1896702508473814
CP,2006,2020,3,87,15 - 20 cm,0,0,0,0,0,0,0,0,0.12033528408352548
CP,2006,2020,3,87,25 - 30 cm,0,0,0,0,0,0,0,0,4.2121098412337865
CP,2006,2020,3,7,55 - 60 cm,3.53677651315323,0,0.9834027777777777,0,18.492776483815234,0,14.692141153100888,0,0
CP,2006,2020,3,7,65 - 70 cm,3.53677651315323,0,1.1917361111111113,0,23.373081927826977,0,18.09587868703758,0,0
CP,2006,2020,3,7,115 - 120 cm,3.53677651315323,0,3.6736111111111103,0,90.94838417956485,0,58.218189456929736,0,0
CA,11000,2020,3,7,40 - 45 cm,0,0,0,0,0,0,0,0,0.09064101967716426
CA,11000,2020,3,16,40 - 45 cm,0.09303623761455086,0,0.0119853871471616,0,0.1587111224950809,0,0.1424109627848245,0,0
CA,11000,2020,3,87,50 - 55 cm,0,0,0,0,0,0,0,0,0.22813778666790713
CA,11000,2020,3,87,55 - 60 cm,0,0,0,0,0,0,0,0,0.3592261482284743
CA,11000,2020,3,7,60 - 65 cm,0,0,0,0,0,0,0,0,0.42760971298320694
CA,11000,2020,3,87,65 - 70 cm,0.09303623761455086,0,0.03478886036130856,0,0.6512802376003334,0,0.5241397496454254,0,0
CA,11000,2020,3,7,70 - 75 cm,0,0,0,0,0,0,0,0,0.3230889891612783
CA,11000,2020,3,87,70 - 75 cm,0,0.09303623761455086,0,0.036317860367736585,0,0.6849399893641432,0,0.5489810023807729,0
CA,11000,2020,3,87,75 - 80 cm,0,0,0,0,0,0,0,0,0.7640992059654141
CA,11000,2020,3,7,85 - 90 cm,0.18607247522910172,0,0.1132044568677952,0,2.510733664396317,0,1.7749332025046711,0,0
CA,11000,2020,3,7,100 - 105 cm,0.09303623761455086,0,0.07307049015187685,0,1.7067794117006938,0,1.1532654188843559,0,0
CA,11000,2020,3,87,100 - 105 cm,0.09303623761455086,0,0.07903304214827,0,1.6895363695801784,0,1.2462978387254011,0,0
